student_id,course_id,enroll_date,last_active_date,lecture_completion_pct,sessions_pct,forum_activity_pct,activity_recency_pct,notifications_engaged_pct,assignment_submission_pct,assignment_avg_score_pct,quiz_avg_score_pct,final_exam_score_pct,overall_score_pct,certificate_eligible,risk_category,dropout_label
18,2,14-03-2024 03:28,26-04-2024 04:56,96.24105018,71.08481142,53.75429139,89.69893221,68.1905737,98.03299116,66.34086979,69.65127339,59.06277663,61.70990082,1,low,0
19,2,02-04-2024 05:16,27-04-2024 14:20,85.86811402,79.09385068,86.38507278,77.21196739,76.99145209,90.67262961,82.93662477,84.1676535,78.99364304,80.28714565,1,low,0
20,1,17-01-2024 11:21,27-06-2024 20:50,98.17203096,77.8933771,76.76801052,75.74778837,77.10126456,94.69819638,76.88689288,77.42915636,76.289535,76.57444034,1,low,0
21,2,12-02-2024 18:39,24-07-2024 18:10,93.96349707,80.80409222,83.17147197,97.5471726,64.92490474,86.68572078,86.2274505,62.08057666,76.59474057,72.96619959,1,low,0
22,1,05-04-2024 02:35,14-04-2024 00:31,99.93802332,72.6292824,85.15915601,73.05411049,87.66767947,93.38550104,74.58492853,81.57399058,65.16934371,69.27050543,1,low,0
23,2,06-02-2024 18:45,13-06-2024 18:25,80.52135446,98.10873469,72.87089408,85.17873723,56.69428129,70.48601192,69.20696471,72.01399852,74.05903034,73.54777239,1,low,0
24,2,26-03-2024 01:12,30-05-2024 08:30,93.01564867,86.61406722,70.69785407,76.62558349,70.01437785,94.55141274,85.91105481,61.71884766,58.59690388,59.37738983,1,low,1
25,2,16-05-2024 14:27,23-07-2024 14:28,82.05792741,79.16572932,67.21709641,71.1678989,77.63535906,71.20416577,78.72274079,73.74293138,55.21547506,59.84733914,1,low,1
26,2,03-01-2024 02:51,27-06-2024 04:22,84.39626861,81.90944551,62.67786351,71.08056455,77.88543224,96.69740129,69.72989481,70.42910697,55.49932331,59.23176923,1,low,1
27,2,05-05-2024 22:15,11-05-2024 07:58,88.8251639,83.41607622,67.38383843,75.25665316,75.94555827,99.75888242,83.00959996,81.94373512,69.66504344,72.73471636,1,low,0
28,2,02-02-2024 21:26,22-02-2024 01:10,96.21031343,88.01783,80.95518623,96.00311064,61.01152854,78.82202387,77.77784096,65.09986509,66.38487263,66.06362075,1,low,0
29,2,19-02-2024 16:55,15-06-2024 10:44,99.52250408,85.47038283,74.07693724,78.47436232,56.24826275,76.30955669,80.10782456,80.66161524,67.95038372,71.1281916,1,low,0
30,2,14-05-2024 08:44,06-07-2024 09:06,93.04820242,97.5817592,85.7009316,98.51377512,75.43761307,92.96090092,76.52245846,73.94221728,55.18657851,59.8754882,1,low,1
31,1,23-06-2024 06:56,23-06-2024 14:21,82.53300347,84.90890449,67.73520058,87.44866879,73.97208465,77.59079023,85.7177246,61.36525758,65.56716549,64.51668851,1,low,0
32,1,11-03-2024 13:18,27-06-2024 08:06,82.64071007,99.76474044,74.28358315,83.09842569,57.17424041,95.9668715,85.73906789,84.29613253,72.95170403,75.78781116,1,low,0
33,2,27-02-2024 05:28,03-06-2024 04:15,92.12746905,95.54274873,75.25230212,87.40266504,78.20556582,73.08527776,82.73472055,72.8153811,66.06734255,67.75435219,1,low,0
34,2,10-01-2024 07:08,10-05-2024 23:05,77.16331437,76.25531543,73.66788649,85.50095156,68.20687967,73.77865589,67.63503443,67.27192136,73.30548016,71.79709046,1,low,0
35,2,17-02-2024 00:35,01-04-2024 22:39,73.31422339,97.91785644,78.10535092,92.76328761,76.71042366,99.37454665,85.97134655,71.73517105,60.82547411,63.55289834,1,low,0
36,1,13-01-2024 01:47,12-06-2024 22:15,80.63866473,73.49099194,59.49733873,78.47488198,83.49468319,90.21516695,81.77532451,81.44644459,75.32855011,76.85802373,1,low,0
37,2,15-03-2024 20:51,14-04-2024 14:13,78.61716975,94.52349125,70.4945511,80.59151175,56.78913714,95.40661673,82.42560415,67.62257811,69.71078101,69.18873029,1,low,0
38,1,26-04-2024 21:39,27-04-2024 20:13,78.88924361,81.4186988,54.16899211,96.82282908,50.76579472,79.72988132,74.07457101,64.81690991,60.26907749,61.40603559,1,low,0
39,1,07-01-2024 03:05,13-04-2024 11:43,77.00823253,96.33922961,65.38045311,98.39369539,81.16410346,90.29451249,86.9819889,63.22678117,60.9180119,61.49520422,1,low,0
40,1,07-06-2024 00:05,08-07-2024 04:20,71.26279569,96.0417007,69.50668274,96.77674682,74.38789701,87.82725482,83.13429001,67.44648496,70.70076161,69.88719245,1,low,0
41,1,03-01-2024 01:03,08-07-2024 13:58,70.53621804,94.177762,76.08897038,82.58343982,77.98558278,88.0945036,67.81476166,79.50120218,75.74848983,76.68666792,1,low,0
42,1,20-02-2024 17:12,25-06-2024 06:43,99.63167169,93.70091309,88.0212421,93.41096509,83.526199,90.47597379,75.19445086,71.79065913,65.39069455,66.9906857,1,low,0
43,2,08-05-2024 18:09,22-07-2024 18:52,82.83319401,79.14037417,74.02604266,84.290072,82.11243739,87.26077519,87.15950905,65.68704009,61.45751073,62.51489307,1,low,0
44,2,18-03-2024 03:24,17-05-2024 06:52,81.52979941,72.42757849,79.74375665,84.92619556,88.43680588,82.87187108,66.17991754,64.15462499,76.67529017,73.54512388,1,low,0
45,2,27-03-2024 12:14,04-06-2024 09:47,90.38941848,82.08940536,70.25064238,76.14040327,71.43740315,78.27768083,89.03541549,68.31823691,71.73170729,70.8783397,1,low,0
46,2,23-02-2024 06:03,05-06-2024 23:19,76.54761664,75.20573545,75.36416126,87.7339091,69.53982531,93.05743993,81.97906421,83.49810932,66.20213718,70.52613022,1,low,0
47,2,24-06-2024 01:48,17-07-2024 05:31,98.49883552,90.84853267,52.83728865,75.58407693,66.075488,76.7881729,80.78439944,68.57566781,67.19750488,67.54204562,1,low,0
48,1,12-02-2024 19:36,30-05-2024 11:20,93.59035043,80.3829918,60.17566323,79.94694097,56.14764171,90.77062918,71.76398141,84.7031019,60.1064117,66.25558425,1,low,0
49,2,26-06-2024 14:31,27-07-2024 19:43,72.68233007,99.26830603,64.47412373,95.65090605,72.90428932,76.99998468,71.21979472,72.13076139,70.67006575,71.03523966,1,low,0
50,2,13-04-2024 08:31,29-07-2024 10:16,82.52742327,89.22916232,68.8997342,76.21227428,61.08050097,88.7599051,88.55145549,64.47909796,63.96856276,64.09619656,1,low,0
51,1,26-04-2024 14:35,05-05-2024 21:49,96.37354923,94.67441691,51.82594982,72.13474856,86.85230049,92.41234801,72.45681136,82.27850229,79.89112942,80.48797264,1,low,0
52,2,21-06-2024 20:00,05-07-2024 06:33,98.34196067,73.97574018,55.6009639,72.07022778,73.32763217,76.56141667,84.38763242,71.50888433,67.00458788,68.13066199,1,low,0
53,1,22-03-2024 02:14,06-04-2024 07:23,84.02204534,95.86043447,61.07257231,98.22353562,73.71360722,71.79829903,74.82804496,77.74178359,67.14714015,69.79580101,1,low,0
54,2,11-02-2024 19:30,16-02-2024 16:30,88.40234168,97.68271572,88.86130764,85.20761314,64.19698644,73.92921229,68.48135177,84.59278958,69.14629469,73.00791841,1,low,0
55,1,22-03-2024 09:18,02-04-2024 07:44,75.01101838,84.61185756,63.25388028,82.28236215,52.07957408,88.17990902,65.26788244,61.25438376,77.91890008,73.752771,1,low,0
56,2,24-06-2024 20:03,30-07-2024 19:08,99.73505878,88.18758813,69.28164232,94.32635743,51.26975061,95.48339219,78.60643343,62.41736399,75.0204525,71.86968037,1,low,0
57,2,26-01-2024 01:12,20-02-2024 16:05,76.95015104,92.94429403,57.84390851,95.07477784,66.93340577,71.34990464,89.39447046,78.01141854,66.27825174,69.21154344,1,low,0
58,1,29-04-2024 03:04,05-05-2024 05:09,98.28195322,75.24515882,74.43120284,79.96573099,53.38261512,92.02453777,74.22840485,67.04562508,72.96748165,71.48701751,1,low,0
59,1,02-01-2024 16:05,08-07-2024 02:09,89.48939947,85.07698229,61.22732862,90.80854172,74.27387822,80.23955938,73.92980835,64.60753492,69.65588747,68.39379933,1,low,0
60,1,27-05-2024 23:52,23-06-2024 02:22,88.23210385,81.95989083,58.27970314,93.13368448,85.23892023,84.3558511,73.60229045,60.984047,67.30917622,65.72789391,1,low,0
61,1,12-05-2024 23:05,12-07-2024 00:28,85.38065533,74.39121976,70.66290514,89.63952061,85.31659266,97.8657865,78.01359593,60.5461678,59.80789432,59.99246269,1,low,1
62,1,11-04-2024 04:57,17-07-2024 03:32,76.92009435,81.02603267,50.22023197,74.54785224,76.36181641,79.95914514,76.01662209,79.36214008,66.59840659,69.78933996,1,low,0
63,1,18-05-2024 18:15,16-07-2024 06:56,75.29584096,72.04516928,50.30656131,96.27649251,58.44927326,83.96010802,86.99786567,63.36083568,61.14546468,61.69930743,1,low,0
64,1,07-04-2024 04:47,20-06-2024 16:41,76.61458627,70.77435721,58.76275236,86.17283658,84.51987325,70.41047244,77.63801979,71.6930154,77.87105375,76.32654416,1,low,0
65,1,30-05-2024 19:34,17-07-2024 20:02,75.59314786,74.05498867,51.4688545,78.47417279,85.44373741,72.4479616,77.69394595,75.14742038,63.38517034,66.32573285,1,low,0
66,2,21-01-2024 05:33,11-05-2024 07:01,93.38753421,98.89345335,54.32103017,82.75684556,57.8661434,77.75774773,68.45928987,70.70879501,78.80660036,76.78214903,1,low,0
67,2,23-03-2024 19:58,24-07-2024 15:08,80.50375778,86.48588608,63.55442597,71.12713271,79.49704343,70.83556722,89.56848852,60.67766631,68.32638225,66.41420327,1,low,0
68,1,20-05-2024 03:51,27-05-2024 21:32,71.7352803,98.97466483,82.10342718,73.83600404,61.46078196,88.94125978,71.24932227,79.58753756,70.78860947,72.98834149,1,low,0
69,2,26-05-2024 13:08,08-07-2024 00:15,99.0730789,82.97493635,72.88194573,92.96640252,82.10561249,82.7919507,66.83410169,60.26283061,68.57351111,66.49584099,1,low,0
70,2,27-01-2024 11:43,20-03-2024 20:56,96.51357655,79.35448399,70.50670904,70.00034904,89.889516,86.44435608,81.57865622,79.04724736,58.23451542,63.43769841,1,low,0
71,2,20-06-2024 18:17,23-07-2024 18:54,97.8325685,85.18425589,61.73955293,82.49697485,51.20104021,75.23941558,79.88415925,82.33261234,64.39553048,68.87980094,1,low,0
72,2,16-03-2024 10:32,28-03-2024 09:33,99.84723468,83.18535066,87.27014878,85.67530543,85.89463463,78.87796088,75.37864135,70.82099803,57.47865281,60.81423911,1,low,0
73,1,17-03-2024 08:38,07-06-2024 07:55,75.21685748,73.16994053,65.88060165,71.6390326,74.90522134,89.91473425,75.55480585,73.38856183,70.5738511,71.27752879,1,low,0
74,2,09-01-2024 20:15,21-05-2024 06:24,81.88726057,89.22478944,53.48371067,99.19234489,88.93530477,98.95908171,84.62659803,71.92458482,66.17185488,67.61003736,1,low,0
75,1,22-03-2024 19:22,04-07-2024 03:43,92.74715427,76.48114548,74.68266064,76.78375994,68.6003807,71.51250321,69.892816,69.73021547,74.44962429,73.26977208,1,low,0
76,2,14-06-2024 18:21,04-07-2024 09:12,90.88061854,88.58763865,54.55353574,79.12596159,83.89551722,96.71152963,85.50633297,82.18561338,60.51176202,65.93022486,1,low,0
77,2,20-04-2024 15:05,18-07-2024 02:19,74.61687719,89.50603277,63.80892571,79.11827537,52.49576274,87.30643604,81.21867785,82.34833777,59.11415146,64.92269804,1,low,0
78,2,10-02-2024 12:57,17-03-2024 08:27,94.47499375,74.56074559,70.29647755,76.91249986,63.411162,86.917587,75.47424434,68.39540912,65.15830577,65.96758161,1,low,0
79,1,06-05-2024 23:25,14-07-2024 13:48,76.73321716,71.84048881,84.96890099,70.04421466,52.68066151,85.00835606,76.45071541,75.37674385,78.16463458,77.4676619,1,low,0
80,2,06-03-2024 23:00,25-06-2024 14:35,76.71452844,93.42284758,69.74186321,91.88034382,89.01372534,72.08182258,71.41618018,83.17268905,72.76054538,75.36358129,1,low,0
81,1,13-01-2024 19:41,18-01-2024 07:27,86.10923269,83.79401271,78.09035064,99.00536499,82.67895629,72.69630555,83.80285832,84.05146247,65.47309062,70.11768358,1,low,0
82,2,07-03-2024 10:07,08-07-2024 02:00,87.78819805,71.74491387,89.71267356,76.7288045,84.10189685,88.02736017,77.82186856,72.72397601,67.93180424,69.12984719,1,low,0
83,1,04-01-2024 08:13,28-07-2024 10:42,87.40258624,99.84598952,55.2595648,89.89141575,87.51860926,80.22875714,73.02136357,71.32062013,57.10532528,60.65914899,1,low,0
84,2,28-02-2024 20:28,02-04-2024 09:08,72.74460512,71.73341683,60.98926102,92.25688981,53.40413944,97.518042,79.90125289,66.9673579,79.61439741,76.45263753,1,low,0
85,1,07-05-2024 16:44,03-06-2024 23:41,96.32382588,90.85105687,65.78304302,95.45276137,65.4239037,82.19771612,89.8933613,83.97179683,71.66018262,74.73808617,1,low,0
86,1,23-04-2024 09:30,27-06-2024 00:41,77.96800128,99.51036776,66.87312714,82.67887591,52.84139556,74.29844376,75.88155699,63.57035761,62.13510171,62.49391569,1,low,0
87,2,26-04-2024 02:04,28-04-2024 22:03,73.88544764,77.17540313,66.44084301,79.08792717,58.43172406,91.44156501,88.01728502,74.4957394,69.64520986,70.85784224,1,low,0
88,1,02-06-2024 03:55,06-07-2024 01:50,96.6624424,74.26748106,86.3044401,79.75885402,59.17463108,78.80060264,73.625421,67.06375669,57.73705915,60.06873354,1,low,0
89,2,23-06-2024 22:10,28-07-2024 07:40,98.66954495,73.64154818,78.56130578,91.37863999,68.76428844,85.76410922,66.36831767,66.97520726,79.14591672,76.10323935,1,low,0
90,2,27-06-2024 06:00,23-07-2024 02:45,95.86382852,79.09825443,74.31620856,94.503384,60.7424867,90.93498357,70.10605266,70.12421468,59.3696247,62.05827219,1,low,0
91,2,12-02-2024 17:55,18-07-2024 08:23,94.28548224,73.03137433,62.37490871,75.44841903,54.03912427,97.00792334,75.46737858,84.9698234,71.20075795,74.64302431,1,low,0
92,2,04-06-2024 21:42,05-06-2024 15:34,89.65725942,90.76484025,82.95161537,81.12823024,56.69964356,93.76573584,70.49087321,61.37415767,61.13636156,61.19581059,1,low,0
93,2,21-02-2024 16:37,07-03-2024 00:26,86.52572112,71.86875394,88.20242046,97.0582059,55.89102254,90.29083204,65.00567596,74.46354546,72.93903457,73.32016229,1,low,0
94,2,20-02-2024 18:12,23-05-2024 19:48,72.6096028,85.28266384,82.8479313,94.20080559,88.92307192,90.38899547,87.87503844,62.06430395,74.42053418,71.33147662,1,low,0
95,2,16-01-2024 15:44,27-01-2024 16:52,82.25359639,99.90090562,50.06260421,99.54575208,80.37170028,98.37773932,86.09698528,63.86302075,71.83549322,69.8423751,1,low,0
96,2,01-05-2024 11:21,28-05-2024 11:21,81.18065551,94.41910809,75.45605481,92.62744779,88.71045861,78.87472292,83.55730579,70.98907354,70.36248651,70.51913327,1,low,0
97,2,19-01-2024 09:27,05-04-2024 17:19,77.79261351,88.45658315,52.04541526,81.79585603,67.58961946,70.03336283,69.19536489,72.76150328,77.31172735,76.17417133,1,low,0
98,2,18-05-2024 02:29,27-05-2024 23:42,91.70260341,79.18760862,60.30428881,87.71913502,61.13473927,78.15863678,68.00908941,66.46981021,56.96566777,59.34170338,1,low,1
99,2,07-05-2024 18:01,08-07-2024 15:25,84.87627205,88.71687509,52.38098801,89.83042763,81.93172789,76.53674139,66.69011874,67.91142827,63.27286914,64.43250893,1,low,0
100,1,13-01-2024 17:42,29-04-2024 20:08,72.43138648,85.81124392,74.15181812,72.35367449,63.05015672,89.85503755,83.10072972,62.17417551,61.20718699,61.44893412,1,low,0
101,1,03-05-2024 13:08,18-07-2024 03:59,76.60549606,82.78250152,77.46359654,86.33490877,61.97533495,89.01134799,88.22019902,67.5804946,79.70034905,76.67038544,1,low,0
102,2,30-03-2024 04:39,05-06-2024 10:27,90.49776291,73.9213113,54.57950552,91.27962485,59.30023969,87.80384148,75.76339552,84.16396098,64.73474449,69.59204861,1,low,0
103,2,21-05-2024 10:37,18-07-2024 02:40,72.28392578,96.59812646,65.35355532,75.01963912,55.18715913,70.4873033,67.9785168,83.61768454,73.31531748,75.89090925,1,low,0
104,2,01-06-2024 19:11,13-06-2024 22:59,95.53620742,83.49353946,68.24946036,93.41895152,60.25852244,91.86334163,77.80982052,68.37195725,72.1181291,71.18158614,1,low,0
105,2,01-01-2024 13:38,26-04-2024 05:40,84.85439581,75.83867535,64.76212087,87.51318342,64.21278994,79.70591237,73.72079769,74.27134841,60.30203094,63.7943603,1,low,0
106,2,27-06-2024 12:20,30-07-2024 21:17,84.41759732,81.03278053,54.84100002,98.56665357,76.95976833,89.95167967,74.37062311,82.73988478,60.97494201,66.4161777,1,low,0
107,2,15-05-2024 17:18,01-06-2024 02:38,87.77223354,82.42389258,66.75791161,71.27266895,52.50259369,86.69735286,80.5332656,60.15459557,62.03211409,61.56273446,1,low,0
108,2,09-01-2024 08:29,15-03-2024 22:29,94.74042898,94.82613687,80.04712191,77.95978413,58.42027759,80.28192776,82.96795283,80.26708926,65.27818196,69.02540878,1,low,0
109,2,03-03-2024 09:47,10-03-2024 00:34,80.43427624,92.00843142,52.84030658,88.04661638,82.36094561,74.03728801,67.76508997,83.70923882,60.85812664,66.57090469,1,low,0
110,1,09-03-2024 22:51,30-04-2024 18:21,90.34048458,93.07914681,53.20720056,78.89679737,55.87687694,72.83256693,65.88975577,62.28314336,55.49128707,57.18925114,1,low,1
111,2,13-03-2024 03:19,22-06-2024 16:41,86.97195892,70.33093793,64.19085167,91.43272492,63.70580586,94.94554999,89.85825757,64.03619215,76.98482642,73.74766785,1,low,0
112,1,31-05-2024 20:12,03-07-2024 23:42,78.01084811,82.48461995,87.66902846,92.77015848,84.58635687,97.55192626,70.81820872,84.01865757,79.14024578,80.35984873,1,low,0
113,2,12-05-2024 09:20,08-07-2024 04:58,96.35889959,84.44032455,76.74290587,73.07547892,56.19701245,89.4936414,66.34576312,73.43850359,63.53925968,66.01407065,1,low,0
114,2,23-06-2024 00:04,24-07-2024 02:27,93.92278065,70.5757683,77.14679827,85.41563393,53.30947342,73.10302345,69.74688323,60.35491586,63.46267199,62.68573295,1,low,0
115,1,01-03-2024 17:28,26-05-2024 15:11,89.75355504,77.79439626,64.47679963,85.26671667,69.3815198,82.06081651,65.97394616,66.44079997,55.17729532,57.99317148,1,low,1
116,2,09-05-2024 18:21,22-06-2024 06:14,95.51745187,92.80869469,73.74643165,81.07842311,62.09678045,91.868176,74.79527237,71.24859186,72.00626721,71.81684837,1,low,0
117,1,11-05-2024 15:13,16-05-2024 07:11,96.01882603,74.11329117,50.40524736,97.98774588,72.53633458,93.39462652,85.06004461,77.32272278,75.63599739,76.05767874,1,low,0
118,2,17-01-2024 06:05,27-04-2024 17:30,91.2508893,86.05930394,75.44384186,94.8251896,82.15219562,73.54655867,73.53111124,78.32900945,58.66520751,63.581158,1,low,0
119,2,03-01-2024 21:51,08-04-2024 21:10,95.11039985,76.45605616,86.5314779,90.91628146,55.48593953,70.00092157,76.10458517,84.88553782,58.99165873,65.46512851,1,low,0
120,1,16-02-2024 17:04,24-03-2024 05:14,90.92414385,70.36362324,74.50293873,91.42979907,73.22796338,91.36411138,81.88966934,67.18777998,74.75208125,72.86100593,1,low,0
121,2,12-06-2024 13:16,20-06-2024 03:41,90.40422315,77.23604373,84.94794374,83.85148431,70.22035042,80.69788528,77.72235175,73.45550255,70.40726871,71.16932717,1,low,0
122,1,06-01-2024 16:24,05-04-2024 22:03,88.55834135,99.27621265,78.95892222,97.62983563,55.76315144,77.63443995,86.53614215,73.3330887,56.12151394,60.42440763,1,low,0
123,2,13-01-2024 13:54,27-05-2024 08:08,92.58149919,94.04611336,54.82233666,90.83786282,74.95993942,70.38692409,86.65089188,70.14113149,70.56367476,70.45803894,1,low,0
124,1,31-05-2024 11:31,23-06-2024 11:00,74.75815316,98.78729933,86.09813229,91.86943185,60.94561671,86.2089822,65.24776739,64.22904735,62.72294307,63.09946914,1,low,0
125,1,29-05-2024 11:21,23-06-2024 19:45,96.42612278,84.63562132,52.65775377,95.85072711,69.51337274,95.53452206,84.45115766,84.43641408,64.21812889,69.27270018,1,low,0
126,2,25-06-2024 22:28,27-07-2024 09:50,96.15530583,73.29208596,71.3586989,78.22214768,53.29089297,98.72894939,76.51834001,81.33292967,74.24328546,76.01569651,1,low,0
127,2,24-01-2024 19:02,17-04-2024 12:54,70.87741849,86.43878467,55.68548495,94.21212712,68.38336229,86.97234852,89.72101353,72.45832571,75.27337982,74.56961629,1,low,0
128,1,27-01-2024 00:43,01-04-2024 16:22,94.77450252,83.63132004,50.46826443,75.85721809,62.25853872,85.43383983,77.0808019,75.08113557,65.00891567,67.52697065,1,low,0
129,2,26-05-2024 21:30,26-07-2024 03:30,73.86609602,95.33071248,66.88137041,80.36025857,82.89524845,72.55169156,89.67239863,65.68152634,78.6788234,75.42949913,1,low,0
130,2,04-06-2024 04:23,29-07-2024 18:19,80.05356563,72.94247742,61.80162831,80.06831363,52.27914908,86.46618405,83.86423403,73.59467676,65.16156795,67.26984515,1,low,0
131,2,22-04-2024 07:11,01-05-2024 09:42,92.30524769,84.64723411,69.44001975,99.35576405,66.744291,81.39937237,71.21512212,77.37425333,74.29590088,75.06548899,1,low,0
132,1,09-05-2024 02:08,24-05-2024 18:08,74.82279688,74.50145994,73.08799547,95.69611671,68.33725697,88.21405843,78.45987448,72.87917571,67.09693161,68.54249264,1,low,0
133,1,04-02-2024 10:44,12-07-2024 16:37,94.53901072,79.74027781,51.74956289,91.03509585,79.00024305,81.66179044,89.80339099,84.75712926,77.43830816,79.26801344,1,low,0
134,1,23-02-2024 00:14,13-03-2024 19:56,94.96402534,92.12071232,54.9201318,91.81170285,72.971503,77.2089737,86.43826519,75.28354141,77.69403109,77.09140867,1,low,0
135,1,14-06-2024 00:02,18-07-2024 13:19,85.22403201,84.28054388,72.34569586,86.86218383,76.68849349,72.84895826,67.43417234,69.27434281,57.1854202,60.20765085,1,low,0
136,1,31-01-2024 15:46,13-03-2024 10:28,70.19157615,81.27664855,63.72669413,98.41272001,81.08197143,79.44755334,82.65929992,79.30380069,78.41233328,78.63520013,1,low,0
137,1,13-02-2024 13:17,16-05-2024 20:24,78.611144,81.83428836,79.1669395,84.88776259,84.48811895,72.89934503,73.63948965,64.26156279,75.63837104,72.79416898,1,low,0
138,1,16-06-2024 23:10,15-07-2024 06:01,88.50780755,83.78340305,76.09166594,81.4155313,62.55501987,75.30690852,65.17455655,69.61289534,74.78276786,73.49029973,1,low,0
139,1,07-05-2024 17:23,23-05-2024 17:56,99.43558534,93.55049632,83.82417452,74.89106011,71.52090821,99.62008476,75.08702423,68.67397376,60.02278349,62.18558106,1,low,0
140,1,08-05-2024 10:58,12-05-2024 22:21,88.95440581,96.76254067,77.69971307,93.58616957,83.60432314,83.32310671,70.86886054,70.79517738,75.12798022,74.04477951,1,low,0
141,2,25-02-2024 22:32,30-03-2024 03:42,77.79410743,98.6600406,67.1972431,92.03331796,89.57804524,85.956153,85.47173176,79.54449565,76.25331837,77.07611269,1,low,0
142,1,05-04-2024 18:00,18-04-2024 09:29,89.02017109,93.60710159,76.9186649,81.53065116,85.58077244,96.20855586,73.43326522,72.1043258,62.22875836,64.69765022,1,low,0
143,2,08-02-2024 19:33,09-04-2024 10:38,86.19956139,79.46220687,61.01524697,70.75580242,64.8586905,99.86706701,85.68809235,79.85036126,78.80650196,79.06746678,1,low,0
144,2,07-04-2024 20:29,15-07-2024 12:43,93.39536185,90.64404118,62.25253995,95.16991983,57.80666069,87.48143348,65.01494847,74.41222258,56.24650366,60.78793339,1,low,0
145,2,23-05-2024 06:23,05-06-2024 09:56,73.20941916,83.12809372,81.5594064,70.3425395,69.5757015,94.37421463,72.69547875,68.55173587,58.74773133,61.19873246,1,low,0
146,1,31-01-2024 01:31,30-06-2024 20:38,92.83083708,77.64011866,67.85678066,91.11099339,79.66565807,79.80823073,71.02913036,80.24946859,68.43952845,71.39201349,1,low,0
147,1,18-02-2024 13:59,11-06-2024 20:16,86.23799736,95.22614738,81.93521362,99.10771329,69.70276283,79.17231872,70.83918403,65.95724176,69.39481178,68.53541927,1,low,0
148,1,14-03-2024 18:36,08-04-2024 17:25,98.88976012,71.15279047,82.89689495,83.12983984,69.32723453,82.08111163,66.70466549,65.60957449,71.12875208,69.74895769,1,low,0
149,1,11-03-2024 19:41,09-07-2024 13:13,80.25616498,97.05285976,84.30249351,77.04920215,83.52921684,90.17521788,69.67810676,72.6125731,55.42422823,59.72131445,1,low,1
